time,datetime,NDVI,EVI,NIRV,QA_PIXEL
1502556377927,2017-08-12 16:46:17.927,0.8795497417449951,0.6721546053886414,0.34734079241752625,21824
1503333609569,2017-08-21 16:40:09.569,0.8458461165428162,0.7161926627159119,0.3649445176124573,21824
1505321182160,2017-09-13 16:46:22.160,0.8142398595809937,0.560649573802948,0.28523024916648865,21824
1507480821299,2017-10-08 16:40:21.299,0.4949958026409149,0.247080460190773,0.10933838039636612,21824
1526834341828,2018-05-20 16:39:01.828,0.8192626237869263,0.5574368834495544,0.2742379307746887,21824
1531586725696,2018-07-14 16:45:25.696,0.9055732488632202,0.768937349319458,0.417261004447937,21824
1532969132750,2018-07-30 16:45:32.750,0.8980636596679688,0.7496164441108704,0.4029589295387268,21824
1537116353486,2018-09-16 16:45:53.486,0.6433155536651611,0.5528497695922852,0.23802192509174347,21824
1539881167333,2018-10-18 16:46:07.333,0.4704430401325226,0.20936405658721924,0.08230989426374435,21824
1541263571104,2018-11-03 16:46:11.104,0.428229421377182,0.15667009353637695,0.05492791533470154,21824
1557247174229,2019-05-07 16:39:34.229,0.3753563165664673,0.20968219637870789,0.08059932291507721,21824
1559234758749,2019-05-30 16:45:58.749,0.7007165551185608,0.4545918107032776,0.2085227370262146,21824
1560011992005,2019-06-08 16:39:52.005,0.8709808588027954,0.7399508953094482,0.39988473057746887,21824
1560617165501,2019-06-15 16:46:05.501,0.912508487701416,0.7102237939834595,0.39674273133277893,21824
1562776801076,2019-07-10 16:40:01.076,0.8967071771621704,0.773918628692627,0.41398951411247253,21824
1564764379631,2019-08-02 16:46:19.631,0.8779662847518921,0.7324870228767395,0.3727669417858124,21824
